movieId,tmdbId,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,original_language,status
1392,13891,3000000,285112,104,2.5075,6.581,155,1996-11-21,en,Released
1393,9390,50000000,273600000,139,15.1322,7.001,3884,1996-12-13,en,Released
1394,378,6000000,29180280,94,10.5251,7.053,2415,1987-03-13,en,Released
1395,10896,0,0,112,3.4068,6.333,147,1987-03-06,en,Released
1396,2322,23000000,105232691,125,11.8404,6.914,1101,1992-09-09,en,Released
1397,41240,0,0,97,5.2979,7.1,86,1996-12-15,en,Released
1398,26949,0,25372294,113,5.4447,5.9,158,1996-12-18,en,Released
1399,9819,23000000,12803305,98,5.3832,6.717,639,1996-12-18,en,Released
1401,31908,30000000,13323144,130,3.064,6.6,169,1996-12-20,en,Released
1405,3179,12000000,63118386,81,5.9701,6.647,806,1996-12-20,en,Released
1406,1802,0,10882920,112,6.3349,7.266,416,1995-08-30,fr,Released
1407,4232,14000000,173046663,112,24.396,7.4,8238,1996-12-20,en,Released
1408,9361,40000000,75505856,112,14.3711,7.384,3549,1992-08-26,en,Released
1409,2928,20000000,119700000,105,5.1419,5.712,705,1996-12-25,en,Released
1411,10549,18000000,4700000,242,5.5015,7.309,528,1996-12-25,en,Released
1412,58102,0,0,112,3.2329,6.75,42,1996-09-13,en,Released
1413,18451,1300000,0,106,2.655,6.6,51,1996-09-08,en,Released
1414,27265,0,19100000,104,3.2536,6.844,96,1996-12-25,en,Released
1415,49935,0,0,117,2.3407,6.136,55,1996-08-21,fr,Released
1416,8818,55000000,141047179,135,4.9427,6.055,534,1996-12-14,en,Released
1417,36758,0,19992836,144,4.4547,5.942,266,1996-10-17,en,Released
1419,36040,1000000,0,95,5.0477,7.287,472,1971-07-01,en,Released
1422,9415,40000000,25804707,107,7.9331,6.101,615,1997-04-18,en,Released
1423,55146,500000,0,113,1.0536,7.0,1,1995-08-29,en,Released
1425,12145,25000000,9381260,93,3.9969,6.174,406,1997-01-23,en,Released
1426,42424,0,0,98,3.6115,5.242,91,1997-01-24,en,Released
1427,34314,55000000,11466088,100,3.2316,5.368,295,1997-01-09,en,Released
1428,2892,0,0,105,1.279,6.8,27,1995-10-26,en,Released
1429,9404,0,53168876,107,10.3961,6.5,553,1996-02-10,cn,Released
1430,85242,0,0,95,2.2681,5.348,23,1996-06-01,en,Released
1431,9622,18000000,31480022,88,6.6079,5.66,873,1997-01-17,en,Released
1432,8860,55000000,31987563,117,4.8582,5.715,632,1997-01-16,en,Released
1437,14832,0,322975,101,3.2723,6.7,110,1993-02-20,en,Released
1438,9619,116000000,178127760,108,14.0321,6.257,2191,1997-02-07,en,Released
1439,40506,12000000,4100000,105,3.4689,4.7,57,1997-01-31,en,Released
1440,31000,0,9745803,96,4.9154,5.462,192,1993-03-05,en,Released
1441,4104,0,23202734,98,5.409,7.031,858,1993-04-16,en,Released
1442,26306,8000000,589304,106,2.7333,6.555,91,1997-01-24,en,Released
1445,14908,42000000,4529843,108,3.0787,4.5,87,1997-04-18,en,Released
1446,784,1031764,7566841,105,3.2889,7.385,221,1996-05-15,cs,Released
1447,12489,5000000,5600000,91,3.7189,6.631,254,1997-01-29,en,Released
1449,16448,4000000,2900000,84,3.0541,7.0,289,1997-01-31,en,Released
1453,17894,16000000,11486880,105,4.7951,6.71,379,1997-02-07,en,Released
1454,28059,0,656747,121,2.2017,6.2,142,1997-02-07,en,Released
1456,17949,17000000,3600000,82,3.99,4.741,166,1997-02-07,en,Released
1457,1968,20000000,42000000,109,5.659,6.494,624,1997-02-14,en,Released
1458,61563,5500000,387069,96,1.7229,5.563,48,1997-02-14,en,Released
1459,66,50000000,50100000,121,10.7291,6.658,1297,1997-02-14,en,Released
1460,20735,0,0,89,4.0094,4.995,104,1997-02-14,en,Released
1461,11419,25000000,36400360,93,7.845,5.983,757,1997-02-13,en,Released
1464,638,15000000,3897982,134,15.4417,7.6,3058,1997-01-15,en,Released
1465,25624,30000000,13130349,142,2.8306,6.52,123,1997-02-21,en,Released
1466,9366,35000000,124909762,127,10.853,7.533,4991,1997-02-27,en,Released
1468,21915,7000000,20050376,79,3.7044,5.343,137,1997-02-26,en,Released
1473,19952,1000000,0,90,2.5774,5.275,60,1997-10-17,en,Released
1474,9446,32000000,59927618,105,5.6386,5.426,532,1997-03-04,en,Released
1475,28005,3000000,4109095,113,3.0869,5.723,188,1997-02-28,en,Released
1476,9403,28000000,41200000,109,4.5526,6.485,398,1997-03-07,en,Released
1477,27322,10000000,12782749,109,3.4141,7.442,77,1997-03-14,en,Released
1479,10003,68000000,118100000,116,9.8426,6.1,1300,1997-04-03,en,Released
1480,9311,35000000,2372903,121,4.4141,6.354,274,1997-02-28,en,Released
1483,884,9000000,2671855,100,12.1538,6.489,1435,1996-07-17,en,Released
1484,49806,600000,2099677,87,3.5841,6.624,113,1997-03-05,en,Released
1485,1624,45000000,302710615,86,16.8023,6.719,6417,1997-03-21,en,Released
1487,16052,20000000,60000000,127,4.5657,7.718,1341,1997-03-21,en,Released
1488,4477,90000000,140807547,107,9.7742,6.195,1408,1997-03-13,en,Released
1489,24662,32000000,3600000,75,5.5572,7.226,210,1997-03-26,en,Released
1490,18423,10000000,7240837,90,3.3451,5.406,85,1997-03-28,en,Released
1493,76996,250000,0,78,1.8536,5.419,31,1996-08-01,en,Released
1495,6499,10000000,9615840,99,4.7778,5.784,320,1997-03-27,en,Released
1496,50512,35000000,858553,108,3.6417,6.107,168,1997-04-04,en,Released
1497,9405,30000000,48138337,93,7.1733,5.304,871,1997-04-04,en,Released
1498,12723,0,5926128,110,4.446,6.315,273,1997-04-04,en,Released
1499,9360,45000000,136885767,90,12.9599,5.284,2903,1997-04-11,en,Released
1500,9434,15000000,31100000,107,5.7511,6.961,1073,1997-04-11,en,Released
1502,21626,0,0,78,1.348,6.4,87,1996-09-07,en,Released
1503,13982,3000000,3602884,95,3.5072,5.033,180,1997-04-18,en,Released
1507,77223,16000000,2007100,122,3.1336,6.3,95,1997-02-11,en,Released
1513,9611,20000000,29235353,92,6.48,6.244,616,1997-04-25,en,Released
1514,47694,0,0,130,2.1542,6.7,38,1996-05-09,zh,Released
1515,10357,90000000,122823468,104,8.769,6.0,1759,1997-04-25,en,Released
1516,9977,0,0,101,2.3827,5.568,22,1996-12-26,en,Released
1517,816,16500000,67711748,89,11.9874,6.601,3933,1997-05-02,en,Released
1518,2163,36000000,50159144,93,8.4847,6.945,1157,1997-05-02,en,Released
1519,124680,0,0,92,1.4042,5.636,11,1996-09-09,en,Released
1526,12499,85000000,36000000,99,5.0805,5.475,318,1997-05-09,en,Released
1527,18,90000000,263920180,126,33.7519,7.591,12163,1997-05-02,fr,Released
1529,1811,0,194201,83,5.7108,6.7,234,1997-05-09,en,Released
1533,105045,0,0,115,1.6254,6.556,18,1995-02-16,de,Released
1537,11239,0,43000000,136,3.4987,7.476,186,1996-01-27,ja,Released
1541,2058,0,34673095,100,5.1019,6.178,457,1997-05-23,en,Released
1542,9450,0,2576197,107,4.123,6.995,304,1996-11-01,en,Released
1544,330,73000000,618638999,129,1.2082,6.563,9478,1997-05-23,en,Released
1545,38523,0,0,97,2.4547,7.4,59,1996-09-25,fr,Released
1546,16375,250000,10580,99,1.9685,6.255,112,1997-04-02,en,Released
1547,33660,0,0,93,2.1441,5.763,76,1996-11-30,en,Released
1549,45671,0,247202,100,2.6565,5.7,36,1995-09-07,en,Released
1550,17770,25000000,14598571,98,2.548,5.419,93,1997-05-30,en,Released
1551,15170,25000000,10113400,84,3.6124,5.031,80,1997-06-06,en,Released
1552,1701,75000000,224012234,116,18.4201,6.784,4869,1997-06-05,en,Released
1554,26422,0,0,126,3.6779,6.353,191,1995-09-01,en,Released
1556,1639,160000000,164508066,125,9.8658,4.596,1871,1997-06-13,en,Released
1562,415,125000000,238207122,125,17.5383,4.394,5558,1997-06-20,en,Released
1564,65889,0,123330,98,2.6304,6.563,40,1997-03-06,en,Released
1565,11103,0,0,92,2.4329,5.943,167,1996-11-07,en,Released
1566,11970,85000000,252712101,93,22.6024,7.499,8115,1997-06-13,en,Released
1569,8874,38000000,299288605,105,13.785,6.56,2964,1997-06-19,en,Released
1571,11956,0,0,91,2.0222,6.2,103,1996-04-03,fr,Released
1572,266,900000,528428,103,7.9166,7.0,994,1963-10-29,fr,Released
1573,754,80000000,245700000,139,19.1157,7.06,6126,1997-06-27,en,Released
1574,37567,1000000,51266,93,1.7849,6.234,32,1997-06-20,en,Released
1580,607,90000000,589390539,98,25.2012,7.229,15209,1997-07-02,en,Released
1581,18080,0,0,106,4.3639,5.827,127,1997-07-02,en,Released
1582,38225,0,0,106,2.9058,6.131,111,1997-07-02,en,Released
1583,17834,28000000,8345056,89,3.5987,5.5,179,1997-07-11,en,Released
1584,686,90000000,171120329,150,18.9487,7.448,5196,1997-07-11,en,Released
1585,65046,0,0,101,1.6599,6.0,30,1996-10-10,en,Released
1586,4421,50000000,48169156,125,9.7725,6.49,1917,1997-08-19,en,Released
1587,9387,20000000,68851475,130,16.5431,6.802,2931,1982-03-16,en,Released
1588,10603,55000000,174463257,92,11.5644,5.674,2324,1997-07-15,en,Released
1589,2142,15000000,63706632,104,9.8534,6.812,1872,1997-08-15,en,Released
1590,8413,60000000,26700000,96,16.3602,6.596,3480,1997-08-15,en,Released
1591,10336,40000000,87840042,96,8.2921,5.47,1539,1997-07-31,en,Released
1592,20737,3000000,23144499,98,6.0158,5.577,532,1997-08-01,en,Released
1593,9413,19000000,44300000,105,6.866,5.856,463,1997-08-01,en,Released
1594,14585,25000,2804473,97,2.7957,6.728,171,1997-03-28,en,Released
1596,49462,0,0,87,3.0053,6.615,96,1997-06-01,en,Released
1597,8834,75000000,137000000,135,12.1109,6.622,1724,1997-08-08,en,Released
1598,9458,50000000,13800000,100,5.6502,6.025,334,1998-01-30,en,Released
1599,8854,16000000,1686429,97,4.4856,4.245,298,1997-08-15,en,Released
1600,38295,18000000,7300000,100,4.6913,5.9,129,1997-08-20,en,Released
1601,22073,30000000,23461013,130,5.7741,6.498,263,1997-08-27,en,Released
1602,37244,15000000,10925060,84,2.6557,5.425,93,1997-08-22,en,Released
1603,4961,30000000,25480490,105,7.378,6.09,1308,1997-08-22,en,Released
1604,9416,25000000,48407611,97,7.5572,6.0,444,1997-08-22,en,Released
1605,26180,0,0,101,4.3375,6.103,262,1997-08-29,en,Released
1606,17832,30000000,6112613,95,3.2714,5.015,164,1997-08-29,en,Released
1608,9772,85000000,315200000,124,13.8404,6.466,3435,1997-07-25,en,Released
1609,6072,20000000,5716080,119,6.8568,6.682,670,1997-07-29,en,Released
1610,1669,30000000,200512643,135,18.049,7.384,3764,1990-03-02,en,Released
1611,468,2500000,6400000,104,8.4966,7.0,1277,1991-02-01,en,Released
1612,32519,740000,1918497,86,1.5916,5.016,31,1997-07-18,en,Released
1613,108401,0,0,86,2.3078,5.5,22,1997-07-23,en,Released
1614,10806,35000000,63900000,90,6.8885,6.454,778,1997-09-10,en,Released
1615,9433,30000000,43300000,117,10.2489,6.872,1367,1997-09-06,en,Released
1616,6623,50000000,110463140,124,12.6355,6.055,1160,1997-09-26,en,Released
1617,2118,35000000,126216940,138,16.5025,7.808,5740,1997-09-19,en,Released
1619,978,70000000,131457682,136,14.4818,7.165,3207,1997-09-12,en,Released
1620,9437,27000000,60527873,115,14.9123,6.544,1960,1997-09-29,en,Released
1621,29461,0,0,114,3.458,6.319,94,1997-09-26,en,Released
1623,10351,5000000,15738769,90,6.7482,6.132,736,1997-09-19,en,Released
1624,66588,28000000,7936780,105,3.1189,5.7,84,1997-09-19,en,Released
1625,2649,50000000,109423648,129,18.9259,7.576,7586,1997-09-12,en,Released
1626,14289,60000000,16228448,104,6.693,5.746,406,1997-09-05,en,Released
1627,10155,19000000,6682098,125,4.8758,6.594,844,1997-10-03,en,Released
1629,20457,7000000,6000000,97,2.4971,6.127,52,1997-10-03,en,Released
1631,18355,0,0,119,3.5488,6.346,166,1997-09-28,en,Released
1633,55306,0,0,112,2.081,6.495,84,1997-06-13,en,Released
1635,68924,18000000,16000000,113,10.1134,6.883,768,1997-09-27,en,Released
1639,2255,250000,12021272,114,6.6954,6.746,1602,1997-04-04,en,Released
1641,9427,3500000,257850122,91,7.3671,7.002,1854,1997-08-13,en,Released
1642,172545,0,0,98,2.03,5.5,14,1996-11-08,en,Released
1643,17589,0,0,105,3.7683,6.766,192,1997-07-18,en,Released
1644,3597,17000000,125586134,102,13.6589,5.998,3376,1997-10-17,en,Released
1645,1813,57000000,153000000,144,21.7172,7.48,7051,1997-10-17,en,Released
1646,36797,16000000,15448043,95,4.6171,5.227,152,1997-10-10,en,Released
1647,12628,12000000,4166918,94,4.7294,5.554,129,1997-10-17,en,Released
1648,33344,1500000,626057,85,3.0415,6.2,119,1997-10-10,en,Released
1649,25099,0,878960,83,1.5801,6.802,48,1997-10-03,en,Released
1650,45019,0,1851761,115,2.9151,6.186,51,1997-10-10,en,Released
1652,62422,0,0,106,2.1338,6.417,24,1997-10-08,en,Released
1653,782,36000000,12532777,107,14.9313,7.6,7154,1997-07-09,en,Released
1654,29911,0,14059077,99,3.6023,6.4,126,1997-10-24,en,Released
1655,9827,14000000,5624282,96,4.3436,5.583,420,1998-01-23,en,Released
1656,1959,0,0,113,3.2164,6.404,78,1998-01-23,en,Released
1658,8067,12000000,14633270,103,5.5418,6.166,514,1997-10-24,en,Released
1659,125052,0,0,86,1.1016,5.25,22,1997-01-21,en,Released
1660,45153,6000000,14842388,108,3.4437,6.475,162,1997-11-07,en,Released
1661,10871,37000000,6482195,118,5.0154,6.013,262,1997-10-31,en,Released
1662,14398,0,0,111,5.8718,6.364,184,1997-10-08,en,Released
1663,10890,10000000,85297000,106,9.2505,6.568,1074,1981-06-26,en,Released
1665,1281,18000000,251212670,89,9.5873,6.48,2669,1997-07-03,en,Released
1667,9770,50000000,10500000,114,4.0645,6.255,375,1997-10-10,en,Released
1670,14905,9000000,334319,103,3.4111,6.5,128,1997-05-09,en,Released
1671,14583,0,0,106,3.3799,5.972,143,1997-08-31,en,Released
1672,11975,40000000,45916769,135,10.7218,7.021,1546,1997-11-18,en,Released
1673,4995,15000000,43101594,156,14.9978,7.6,3707,1997-10-07,en,Released
1674,9281,12000000,116107459,112,7.3678,7.088,1961,1985-02-08,en,Released
1675,45928,0,0,108,2.0138,5.754,69,1997-11-14,en,Released
1676,563,105000000,121214377,129,18.9803,7.117,5715,1997-11-07,en,Released
1677,61337,12000000,271000,107,3.4122,6.283,46,1997-10-31,en,Released
1678,19931,11000000,32861136,139,4.0404,7.2,170,1993-09-08,en,Released
1679,31535,0,0,95,2.5516,3.596,73,1998-03-13,en,Released
1680,10215,6000000,58809149,99,6.6122,6.55,1450,1998-04-23,en,Released
1681,9823,30000000,51376861,95,9.3538,4.565,1403,1997-11-11,en,Released
1682,37165,60000000,264118712,103,31.7387,8.159,20874,1998-06-04,en,Released
1683,45609,0,13692648,102,4.1401,6.605,129,1997-09-04,en,Released
1684,38904,0,3309421,97,2.0683,5.7,76,1997-09-01,en,Released
1685,45565,0,0,88,2.1967,5.257,37,1996-08-28,en,Released
1686,9407,48000000,22420000,122,8.0237,6.329,419,1997-10-30,en,Released
1687,4824,60000000,159300000,124,15.446,6.404,2215,1997-11-14,en,Released
1688,9444,53000000,139804348,94,11.8321,7.601,5703,1997-11-20,en,Released
1689,9414,20000000,13801755,94,4.3456,6.35,604,1997-11-14,en,Released
1690,8078,70000000,162000000,109,19.1865,6.173,5763,1997-11-12,en,Released
1693,11831,36000000,44229441,155,1.6861,7.0,1460,1997-12-10,en,Released
1694,2895,5000000,19868354,134,3.6032,6.282,163,1997-12-19,en,Released
1695,39177,0,0,98,1.759,6.064,47,1997-09-10,fr,Released
1696,19601,0,496059,105,3.2326,6.851,161,1997-11-26,en,Released
1699,22797,0,5000000,110,2.4307,6.8,130,1998-02-20,en,Released
1701,2639,20000000,10686841,96,6.1227,7.246,1072,1997-12-12,en,Released
1702,9574,80000000,178000000,93,10.487,5.673,2642,1997-11-26,en,Released
1703,10371,35000000,31611225,115,4.7146,6.024,267,1997-12-11,en,Released
1704,489,10000000,225933435,127,27.4444,8.2,14327,1997-12-05,en,Released
1707,9714,32000000,79082515,102,16.6129,5.3,3370,1997-12-12,en,Released
1711,8197,35000000,25100000,155,6.277,6.352,649,1997-11-21,en,Released
1713,6283,38000000,122417389,98,8.6166,6.552,1416,1997-12-19,en,Released
1717,4233,24000000,172363301,120,17.319,6.523,4898,1997-12-12,en,Released
1718,191874,0,0,94,1.6534,6.8,5,1997-01-01,en,Released
1719,10217,5000000,7951247,112,4.2067,6.884,443,1997-09-25,en,Released
1721,597,200000000,2264162353,194,46.6998,7.9,27770,1997-12-18,en,Released
1722,714,110000000,333011068,119,17.4799,6.391,3555,1997-12-11,en,Released
1726,9922,80000000,17626234,178,8.8792,6.268,1236,1997-12-25,en,Released
1727,547,60000000,186883563,169,9.1987,6.9,1217,1998-02-01,en,Released
1729,184,12000000,74727492,154,14.3465,7.358,7127,1997-12-25,en,Released
1730,9746,28000000,5684789,134,3.4687,6.787,513,1997-12-25,en,Released
1731,9438,30000000,75000000,87,3.4355,4.485,432,1997-12-25,en,Released
1732,115,15000000,47010480,117,22.4368,7.835,12501,1998-03-06,en,Released
1733,26941,0,2465960,114,2.1254,5.905,42,1997-12-26,en,Released
1734,27103,3200000,7100000,88,2.8008,6.874,115,1997-05-28,fr,Released
1735,9410,25000000,55494066,111,6.2209,6.653,717,1998-01-30,en,Released
1739,32302,0,375805,93,3.0637,4.885,222,1998-03-26,en,Released
1746,12538,0,13035599,93,4.3415,6.212,417,1998-02-20,en,Released
1747,586,15000000,64256513,97,6.3092,6.937,1095,1997-12-25,en,Released
1748,2666,27000000,27200000,101,14.5156,7.333,3344,1998-02-27,en,Released
1752,11258,70000000,19900000,97,7.3788,5.875,829,1998-01-16,en,Released
1753,9490,8000000,17460020,82,5.6792,6.311,673,1998-01-16,en,Released
1754,9411,46000000,25232289,124,12.7832,6.819,1690,1998-01-16,en,Released
1755,25719,3000000,302204,109,2.4202,6.331,87,1997-08-22,en,Released
1757,11220,0,0,98,10.0842,7.691,1377,1995-09-06,cn,Released
1759,21253,0,310724,110,3.1384,7.5,144,1997-10-01,pt,Released
1760,6116,25000000,100000000,92,5.457,4.9,517,1997-12-18,en,Released
1762,9457,45000000,11203026,106,7.8298,6.182,855,1998-01-30,en,Released
1767,39424,0,118475,104,4.072,5.588,74,1998-04-24,en,Released
1769,11702,30000000,19200000,87,7.4079,6.296,605,1998-02-06,en,Released
1770,2923,0,50832,94,1.5195,5.8,91,1999-07-15,en,Released
1771,12238,1000000,125397,93,3.2349,6.0,273,1997-04-30,en,Released
1772,11568,28000000,14051384,123,6.7614,5.3,759,1998-02-06,en,Released
1777,11003,18000000,123306987,97,8.2066,6.775,1985,1998-02-13,en,Released
1779,10153,80000000,37020277,134,10.5975,6.132,1911,1998-02-13,en,Released
1783,30949,0,5878911,114,3.2435,5.963,148,1998-02-20,en,Released
1784,2898,50000000,314178011,139,12.4748,7.4,4249,1997-12-19,en,Released
1785,9558,5300000,2554712,103,7.2746,6.765,824,1990-07-18,en,Released
1791,26269,37000000,15055091,94,3.8926,6.1,231,1998-03-06,en,Released
1792,11808,60000000,102367405,131,10.9691,6.553,1870,1998-03-06,en,Released
1793,6970,0,0,106,2.2268,5.771,35,1998-08-13,en,Released
1794,47452,0,0,93,2.3228,6.308,60,1998-03-06,en,Released
1797,21736,0,127990128,44,2.2248,6.652,82,1998-03-06,en,Released
1798,17941,21000000,13583690,95,4.8249,5.717,331,1998-03-06,en,Released
1799,10668,0,0,106,3.7952,6.59,340,1997-09-06,en,Released
1801,9313,35000000,183000000,132,12.6791,6.652,4235,1998-03-12,en,Released
1804,42807,27000000,10452012,122,3.0165,6.1,207,1998-03-26,en,Released
1805,617,20000000,67200000,108,12.3714,6.387,2064,1998-03-20,en,Released
1806,36568,23000000,26875268,91,5.7384,7.02,557,1998-04-17,en,Released
1807,37272,0,0,97,2.8085,5.859,39,1998-04-03,en,Released
1809,5910,0,0,103,6.7648,7.667,807,1997-10-30,ja,Released
1810,9440,65000000,52090187,143,6.5639,6.237,358,1998-03-20,en,Released
1812,32911,6000000,0,88,2.6346,5.51,98,1998-03-20,en,Released
1816,32456,1000000,2057193,84,2.3651,5.209,111,1998-04-24,en,Released
1821,17127,15000000,46900000,111,5.2116,5.825,342,1998-04-17,en,Released
1824,17133,0,271375,102,3.1749,5.5,66,1998-04-17,en,Released
1825,19848,4500000,23261485,104,3.3902,6.4,95,1998-04-08,en,Released
1826,17644,0,0,76,2.2968,5.0,61,1998-04-03,en,Released
1827,1774,0,720074,91,1.7095,6.707,88,1997-09-06,en,Released
1829,30265,0,0,99,3.7044,5.8,57,1997-11-14,en,Released
1831,2157,80000000,136159423,130,10.1645,5.444,1376,1998-04-03,en,Released
1833,8838,60000000,93100000,111,11.057,6.293,1724,1998-04-03,en,Released
1834,29193,10000000,13835130,110,3.8498,6.814,325,1997-12-03,en,Released
1835,795,55000000,198685114,114,12.6408,6.829,2454,1998-04-10,en,Released
1836,16980,8000000,3020601,113,4.0462,6.287,223,1998-05-29,en,Released
1837,27472,0,18912328,97,4.339,6.297,158,1998-04-09,en,Released
1839,47881,0,7985929,103,2.1887,5.372,111,1998-04-10,en,Released
1840,9469,25000000,21567853,136,5.8289,6.755,826,1998-05-01,en,Released
1841,12488,25000000,1700000,114,3.67,5.566,182,1998-01-23,en,Released
1844,267,1000000,4686844,103,6.0484,7.015,766,1997-10-10,es,Released
1845,16148,5000000,1980338,116,3.508,6.3,203,1998-01-30,en,Released
1848,9449,29000000,22619699,87,6.6799,6.055,543,1997-12-05,en,Released
1855,31220,0,0,94,3.5685,4.6,95,1998-02-27,en,Released
1856,13907,0,890324,95,1.1736,6.016,129,1998-02-27,en,Released
1857,29825,0,83488,105,3.2196,5.333,69,1998-02-27,en,Released
1858,10622,12700000,18800000,95,5.6317,6.559,784,1997-01-31,cn,Released
1859,30020,120000,10923,99,4.8851,7.703,735,1997-09-28,fa,Released
1860,17139,4500000,0,122,2.25,7.318,121,1997-04-17,nl,Released
1862,10216,35000000,19200000,93,8.7735,5.2,853,1998-04-10,en,Released
1863,9771,18000000,3572443,100,4.6409,4.967,122,1998-04-17,en,Released
1866,9448,13000000,27007143,91,6.1918,5.99,496,1998-04-24,en,Released
1867,38618,20000000,2172941,83,2.8135,4.286,49,1998-04-24,en,Released
1870,78373,0,565592,97,2.3241,7.0,15,1998-05-01,en,Released
1873,4415,14000000,14096321,134,6.9836,7.224,709,1998-05-01,en,Released
1875,55561,0,537948,96,3.1178,6.221,77,1997-06-12,en,Released
1876,8656,75000000,349464664,122,18.1045,6.26,3471,1998-05-08,en,Released
1881,18937,40000000,38210798,86,8.4334,6.8,872,1998-05-15,en,Released
1882,929,130000000,379014294,138,14.5959,5.658,4361,1998-05-20,en,Released
1883,9452,30000000,29202884,108,4.4964,6.303,275,1998-05-15,en,Released
1884,1878,18500000,10700000,118,14.2481,7.201,5189,1998-05-22,en,Released
1885,9844,5000000,5879254,106,4.3791,6.155,226,1998-05-22,en,Released
1887,14342,30000000,6100000,90,3.9102,5.482,228,1998-05-29,en,Released
1888,9715,30000000,81471882,114,7.862,6.437,515,1998-05-29,en,Released
1889,26610,0,227569,96,2.939,7.0,335,1997-03-14,no,Released
1891,40961,0,0,93,1.3902,6.053,57,1997-08-26,fr,Released
1892,1965,60000000,128038368,107,11.4556,6.55,1607,1998-06-05,en,Released
1893,312,0,0,109,1.9701,6.9,80,1996-12-18,de,Released
1894,6068,70000000,164839294,102,10.6152,6.108,1677,1998-06-12,en,Released
1895,15037,10000000,25605015,100,7.2461,6.247,615,1998-06-12,en,Released
1897,37636,0,1929168,101,3.7492,6.2,154,1998-06-12,en,Released
1900,21334,180000,925402,88,4.2447,7.883,750,1997-08-01,fa,Released
1902,32284,0,0,87,2.3575,5.093,43,1996-04-18,en,Released
1904,37410,900000,1334786,137,2.0239,6.553,113,1998-06-19,en,Released
1906,53765,0,301796,105,4.0392,5.865,48,1998-06-05,en,Released
1907,10674,90000000,304320254,88,23.5252,7.902,10687,1998-06-18,en,Released
1909,846,66000000,189198313,121,12.2606,6.916,1898,1998-06-19,en,Released
1910,12655,0,0,107,2.5903,6.0,29,1997-10-03,en,Released
1911,3050,71000000,294500000,85,10.8334,5.728,3385,1998-06-26,en,Released
1912,1389,48000000,77745966,123,8.3514,6.68,1454,1998-06-26,en,Released
1913,11020,460000,5125000,107,4.7687,7.239,914,1975-09-02,en,Released
1914,20862,0,0,89,2.3105,6.8,118,1998-06-26,en,Released
1916,9464,1500000,2375097,110,6.521,7.129,1090,1998-01-20,en,Released
1917,95,140000000,553799566,151,18.2001,6.833,8845,1998-07-01,en,Released
1918,944,140000000,285444603,127,13.9477,6.607,3071,1998-07-10,en,Released
1919,35680,20000000,29967750,89,2.6892,6.22,243,1998-07-10,en,Released
1920,11551,40000000,54682547,110,12.6622,6.568,2414,1998-07-10,en,Released
1921,473,60000,3221152,84,6.6381,7.117,2594,1998-07-10,en,Released
1922,102304,0,0,112,1.1214,5.833,9,1998-07-10,en,Released
1923,544,23000000,369900000,120,14.5752,6.636,5514,1998-07-15,en,Released
1924,10513,60000,0,78,3.8878,4.216,629,1957-03-15,en,Released
1926,65203,379000,4358000,101,2.583,5.129,178,1929-02-08,en,Released
1927,143,1448864,3270000,133,9.7631,7.757,972,1930-04-29,en,Released
1928,42861,1433000,1383000,123,2.6787,5.525,157,1931-01-26,en,Released
1929,33680,0,0,112,3.8045,6.961,363,1932-09-11,en,Released
1931,12311,1950000,4460000,132,5.1317,7.373,407,1935-11-22,en,Released
1932,43277,2183000,4673000,185,2.9528,6.274,148,1936-04-08,en,Released
1933,43278,0,0,116,3.2358,6.725,160,1937-09-09,en,Released
1934,34106,1640000,7433101,126,4.7843,7.484,466,1938-09-01,en,Released
1936,27367,1344000,13500000,134,4.9376,7.079,298,1942-07-03,en,Released
1937,17661,0,16300000,126,2.9864,6.696,199,1944-01-01,en,Released
1938,28580,1250000,11000000,101,5.1373,7.612,685,1945-11-29,en,Released
1939,887,2100000,23650000,171,5.8464,7.737,766,1946-11-22,en,Released
1940,33667,2000000,7800000,118,2.4333,6.961,285,1947-11-11,en,Released
1941,23383,750000,0,153,3.1146,7.428,300,1948-12-10,en,Released
1942,25430,0,0,109,4.6315,6.978,247,1949-11-16,en,Released
1944,11426,1650000,30500000,118,6.3807,7.26,733,1953-08-28,en,Released
1945,654,910000,9600631,108,8.9805,7.849,1844,1954-06-22,en,Released
1946,15919,343000,3000000,90,4.0273,7.454,472,1955-04-11,en,Released
1947,1725,6000000,43700000,153,8.741,7.2,2097,1961-12-13,en,Released
1948,5769,0,0,128,4.2188,5.916,250,1963-08-24,en,Released
1949,874,3900000,28350000,120,7.66,7.3,515,1966-12-13,en,Released
1950,10633,2000000,27379978,109,8.0522,7.681,1298,1967-08-02,en,Released
1951,17917,10000000,37400000,153,4.7856,7.023,508,1968-09-26,en,Released
1952,3116,3600000,44785053,113,9.6932,7.535,1682,1969-05-25,en,Released
1953,1051,1800000,41200000,104,8.1874,7.491,2211,1971-10-09,en,Released
1954,1366,1000000,117253345,120,18.1205,7.799,8906,1976-12-03,en,Released
1955,12102,8000000,106260000,105,9.5626,7.563,2542,1979-12-07,en,Released
1956,16619,6000000,54766923,124,9.8238,7.444,724,1980-09-19,en,Released
1957,9443,5500000,58972904,123,8.057,6.784,1076,1981-05-15,en,Released
1958,11050,8000000,108423749,132,6.5355,7.112,859,1983-11-20,en,Released
1959,606,31000000,227514205,161,9.5042,7.149,1584,1985-12-20,en,Released
1960,746,23800000,44000000,163,12.4376,7.59,1985,1987-10-04,en,Released
